original_id,synthetic_id
1016790_20160901_115432,100967
1016790_20160905_044447,100968
1016790_20160907_055030,100969
1016790_20160910_212832,100970
1016790_20160910_211711,100971
1016790_20160911_082935,100972
1016790_20160912_031121,100973
1016790_20160915_040823,100974
1016790_20160915_081223,100975
1016790_20160917_113303,100976
1016790_20160917_071745,100977
1016790_20160917_063543,100978
1016790_20160917_040745,100979
1016790_20160917_045241,100980
1016790_20160918_070805,100981
1016790_20160923_223358,100982
1016790_20160924_233831,100983
1016790_20160924_235214,100984
1016790_20160925_053026,100985
1016790_20160925_195106,100986
1016790_20160925_024510,100987
1016790_20160926_180207,100988
1016790_20161001_125757,100989
1016790_20161002_141748,100990
1016790_20161002_145122,100991
1016790_20161005_061007,100992
1016790_20161009_101742,100993
